1 94 A 94 1 CP 3
1 76 A 76 1 BX 2
1 84 A 84 1 CF 6
1 36 A 36 1 AJ 9
1 72 A 72 1 BT 7
1 53 A 53 1 BA 7
1 74 A 74 1 BV 5
1 60 A 60 1 BH 4
1 11 A 11 1 K 2
1 47 A 47 1 AU 8
1 78 A 78 1 BZ 2
1 12 A 12 1 L 2
1 3 A 3 1 C 4
1 27 A 27 1 AA 5
1 68 A 68 1 BP 5
1 64 A 64 1 BL 10
1 31 A 31 1 AE 6
1 19 A 19 1 S 4
1 26 A 26 1 Z 2
1 97 A 97 1 CS 1
1 17 A 17 1 Q 2
1 100 A 100 1 CV 9
1 4 A 4 1 D 6
1 21 A 21 1 U 8
1 14 A 14 1 N 10
1 30 A 30 1 AD 4
1 9 A 9 1 I 7
1 89 A 89 1 CK 2
1 15 A 15 1 O 2
1 8 A 8 1 H 4
1 77 A 77 1 BY 2
1 81 A 81 1 CC 8
1 82 A 82 1 CD 1
1 45 A 45 1 AS 7
1 39 A 39 1 AM 7
1 88 A 88 1 CJ 9
1 20 A 20 1 T 2
1 51 A 51 1 AY 7
1 32 A 32 1 AF 10
1 65 A 65 1 BM 2
1 18 A 18 1 R 1
1 23 A 23 1 W 9
1 90 A 90 1 CL 5
1 71 A 71 1 BS 3
1 79 A 79 1 CA 9
1 58 A 58 1 BF 5
1 98 A 98 1 CT 3
1 67 A 67 1 BO 8
1 41 A 41 1 AO 4
1 92 A 92 1 CN 1
1 7 A 7 1 G 9
1 75 A 75 1 BW 9
1 43 A 43 1 AQ 10
1 33 A 33 1 AG 9
1 57 A 57 1 BE 2
1 29 A 29 1 AC 9
1 70 A 70 1 BR 7
1 54 A 54 1 BB 4
1 69 A 69 1 BQ 1
1 91 A 91 1 CM 3
1 10 A 10 1 J 2
1 16 A 16 1 P 5
1 86 A 86 1 CH 5
1 66 A 66 1 BN 3
1 48 A 48 1 AV 9
1 56 A 56 1 BD 2
1 35 A 35 1 AI 9
1 62 A 62 1 BJ 7
1 28 A 28 1 AB 10
2 28 B 28 2 AB 2
2 20 B 20 2 T 6
2 69 B 69 2 BQ 10
2 94 B 94 2 CP 5
2 76 B 76 2 BX 3
2 63 B 63 2 BK 3
2 55 B 55 2 BC 3
2 51 B 51 2 AY 10
2 17 B 17 2 Q 9
2 3 B 3 2 C 2
2 26 B 26 2 Z 4
2 96 B 96 2 CR 9
2 48 B 48 2 AV 5
2 42 B 42 2 AP 5
2 52 B 52 2 AZ 9
2 60 B 60 2 BH 3
2 72 B 72 2 BT 9
2 79 B 79 2 CA 8
2 77 B 77 2 BY 4
2 6 B 6 2 F 8
2 86 B 86 2 CH 10
2 10 B 10 2 J 6
2 50 B 50 2 AX 4
2 29 B 29 2 AC 10
2 7 B 7 2 G 2
2 82 B 82 2 CD 6
2 90 B 90 2 CL 10
2 1 B 1 2 A 3
2 14 B 14 2 N 3
2 88 B 88 2 CJ 10
2 24 B 24 2 X 10
2 64 B 64 2 BL 4
2 18 B 18 2 R 6
2 45 B 45 2 AS 1
2 38 B 38 2 AL 2
2 40 B 40 2 AN 9
2 66 B 66 2 BN 9
2 75 B 75 2 BW 1
2 12 B 12 2 L 6
2 57 B 57 2 BE 3
2 89 B 89 2 CK 5
2 58 B 58 2 BF 5
2 74 B 74 2 BV 7
2 41 B 41 2 AO 10
2 37 B 37 2 AK 8
2 46 B 46 2 AT 8
2 92 B 92 2 CN 6
2 97 B 97 2 CS 9
2 4 B 4 2 D 1
2 71 B 71 2 BS 7
2 59 B 59 2 BG 4
2 33 B 33 2 AG 3
2 80 B 80 2 CB 9
2 44 B 44 2 AR 6
2 30 B 30 2 AD 5
2 27 B 27 2 AA 4
2 78 B 78 2 BZ 10
2 32 B 32 2 AF 9
2 61 B 61 2 BI 7
3 34 C 34 3 AH 5
3 48 C 48 3 AV 9
3 73 C 73 3 BU 9
3 75 C 75 3 BW 10
3 60 C 60 3 BH 6
3 62 C 62 3 BJ 2
3 19 C 19 3 S 1
3 18 C 18 3 R 4
3 69 C 69 3 BQ 6
3 15 C 15 3 O 3
3 99 C 99 3 CU 9
3 79 C 79 3 CA 10
3 55 C 55 3 BC 9
3 76 C 76 3 BX 10
3 13 C 13 3 M 7
3 67 C 67 3 BO 4
3 61 C 61 3 BI 3
3 2 C 2 3 B 6
3 81 C 81 3 CC 2
3 92 C 92 3 CN 5
3 26 C 26 3 Z 9
3 53 C 53 3 BA 9
3 54 C 54 3 BB 5
3 78 C 78 3 BZ 2
3 68 C 68 3 BP 9
3 12 C 12 3 L 3
3 16 C 16 3 P 7
3 87 C 87 3 CI 7
3 89 C 89 3 CK 2
3 66 C 66 3 BN 4
3 27 C 27 3 AA 8
3 50 C 50 3 AX 6
3 40 C 40 3 AN 3
3 57 C 57 3 BE 5
3 38 C 38 3 AL 6
3 22 C 22 3 V 9
3 98 C 98 3 CT 1
3 17 C 17 3 Q 3
3 70 C 70 3 BR 1
3 86 C 86 3 CH 3
3 100 C 100 3 CV 9
3 82 C 82 3 CD 8
3 63 C 63 3 BK 9
3 6 C 6 3 F 8
3 21 C 21 3 U 1
3 83 C 83 3 CE 2
3 29 C 29 3 AC 9
3 10 C 10 3 J 6
3 36 C 36 3 AJ 7
3 51 C 51 3 AY 10
3 23 C 23 3 W 7
3 80 C 80 3 CB 6
3 94 C 94 3 CP 1
3 4 C 4 3 D 2
3 85 C 85 3 CG 1
3 7 C 7 3 G 7
3 45 C 45 3 AS 4
3 71 C 71 3 BS 1
3 72 C 72 3 BT 3
3 64 C 64 3 BL 7
3 39 C 39 3 AM 2
3 1 C 1 3 A 10
3 65 C 65 3 BM 2
3 8 C 8 3 H 6
3 49 C 49 3 AW 5
3 5 C 5 3 E 2
3 95 C 95 3 CQ 4
3 47 C 47 3 AU 3
3 88 C 88 3 CJ 7
3 59 C 59 3 BG 10
4 98 D 98 4 CT 4
4 11 D 11 4 K 4
4 72 D 72 4 BT 3
4 47 D 47 4 AU 6
4 61 D 61 4 BI 3
4 63 D 63 4 BK 9
4 42 D 42 4 AP 6
4 22 D 22 4 V 6
4 76 D 76 4 BX 7
4 36 D 36 4 AJ 9
4 45 D 45 4 AS 5
4 99 D 99 4 CU 8
4 32 D 32 4 AF 10
4 48 D 48 4 AV 3
4 62 D 62 4 BJ 5
4 37 D 37 4 AK 2
4 53 D 53 4 BA 2
4 79 D 79 4 CA 4
4 21 D 21 4 U 8
4 68 D 68 4 BP 10
4 85 D 85 4 CG 1
4 6 D 6 4 F 6
4 80 D 80 4 CB 1
4 34 D 34 4 AH 7
4 55 D 55 4 BC 10
4 29 D 29 4 AC 10
4 92 D 92 4 CN 9
4 50 D 50 4 AX 5
4 7 D 7 4 G 2
4 65 D 65 4 BM 8
4 93 D 93 4 CO 2
4 94 D 94 4 CP 9
4 14 D 14 4 N 1
4 20 D 20 4 T 3
4 15 D 15 4 O 7
4 58 D 58 4 BF 2
4 10 D 10 4 J 6
4 19 D 19 4 S 9
4 95 D 95 4 CQ 8
4 83 D 83 4 CE 1
4 89 D 89 4 CK 8
4 84 D 84 4 CF 9
4 1 D 1 4 A 4
4 2 D 2 4 B 9
4 49 D 49 4 AW 9
4 54 D 54 4 BB 7
4 74 D 74 4 BV 6
4 24 D 24 4 X 8
4 13 D 13 4 M 7
4 41 D 41 4 AO 3
4 57 D 57 4 BE 1
4 73 D 73 4 BU 6
4 59 D 59 4 BG 5
4 64 D 64 4 BL 10
4 91 D 91 4 CM 8
4 51 D 51 4 AY 7
4 12 D 12 4 L 6
4 8 D 8 4 H 4
4 82 D 82 4 CD 5
4 39 D 39 4 AM 9
4 28 D 28 4 AB 1
4 9 D 9 4 I 8
4 33 D 33 4 AG 8
4 38 D 38 4 AL 1
4 75 D 75 4 BW 1
4 46 D 46 4 AT 8
4 43 D 43 4 AQ 5
4 3 D 3 4 C 3
4 31 D 31 4 AE 3
5 6 E 6 5 F 5
5 79 E 79 5 CA 3
5 47 E 47 5 AU 9
5 20 E 20 5 T 2
5 69 E 69 5 BQ 4
5 61 E 61 5 BI 4
5 23 E 23 5 W 7
5 73 E 73 5 BU 7
5 26 E 26 5 Z 4
5 71 E 71 5 BS 5
5 30 E 30 5 AD 5
5 19 E 19 5 S 10
5 11 E 11 5 K 4
5 36 E 36 5 AJ 3
5 53 E 53 5 BA 5
5 76 E 76 5 BX 4
5 39 E 39 5 AM 8
5 9 E 9 5 I 4
5 97 E 97 5 CS 9
5 57 E 57 5 BE 6
5 29 E 29 5 AC 5
5 28 E 28 5 AB 3
5 55 E 55 5 BC 7
5 85 E 85 5 CG 4
5 64 E 64 5 BL 1
5 67 E 67 5 BO 7
5 31 E 31 5 AE 7
5 86 E 86 5 CH 3
5 83 E 83 5 CE 6
5 59 E 59 5 BG 2
5 46 E 46 5 AT 1
5 42 E 42 5 AP 7
5 77 E 77 5 BY 3
5 74 E 74 5 BV 7
5 12 E 12 5 L 6
5 43 E 43 5 AQ 1
5 75 E 75 5 BW 6
5 17 E 17 5 Q 3
5 35 E 35 5 AI 5
5 10 E 10 5 J 5
5 34 E 34 5 AH 4
5 7 E 7 5 G 4
5 91 E 91 5 CM 1
5 88 E 88 5 CJ 2
5 100 E 100 5 CV 2
5 33 E 33 5 AG 1
5 58 E 58 5 BF 7
5 21 E 21 5 U 1
5 37 E 37 5 AK 1
5 3 E 3 5 C 4
5 24 E 24 5 X 9
5 96 E 96 5 CR 5
5 14 E 14 5 N 5
5 65 E 65 5 BM 8
5 54 E 54 5 BB 1
5 22 E 22 5 V 8
5 18 E 18 5 R 1
5 80 E 80 5 CB 6
5 56 E 56 5 BD 1
5 48 E 48 5 AV 6
5 70 E 70 5 BR 3
5 68 E 68 5 BP 2
5 40 E 40 5 AN 4
5 95 E 95 5 CQ 9
5 1 E 1 5 A 6
5 25 E 25 5 Y 4
6 93 F 93 6 CO 2
6 3 F 3 6 C 5
6 29 F 29 6 AC 8
6 94 F 94 6 CP 9
6 34 F 34 6 AH 9
6 24 F 24 6 X 7
6 27 F 27 6 AA 9
6 38 F 38 6 AL 5
6 43 F 43 6 AQ 3
6 83 F 83 6 CE 2
6 55 F 55 6 BC 8
6 92 F 92 6 CN 7
6 35 F 35 6 AI 6
6 79 F 79 6 CA 5
6 81 F 81 6 CC 7
6 68 F 68 6 BP 9
6 44 F 44 6 AR 3
6 90 F 90 6 CL 10
6 23 F 23 6 W 9
6 74 F 74 6 BV 6
6 1 F 1 6 A 6
6 47 F 47 6 AU 7
6 51 F 51 6 AY 8
6 15 F 15 6 O 4
6 28 F 28 6 AB 5
6 71 F 71 6 BS 8
6 95 F 95 6 CQ 4
6 64 F 64 6 BL 7
6 17 F 17 6 Q 10
6 31 F 31 6 AE 6
6 77 F 77 6 BY 10
6 37 F 37 6 AK 5
6 97 F 97 6 CS 10
6 70 F 70 6 BR 4
6 98 F 98 6 CT 1
6 49 F 49 6 AW 8
6 16 F 16 6 P 1
6 18 F 18 6 R 7
6 54 F 54 6 BB 4
6 7 F 7 6 G 1
6 22 F 22 6 V 3
6 87 F 87 6 CI 1
6 80 F 80 6 CB 6
6 85 F 85 6 CG 7
